shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
110N0004,-16.792415,145.679200,210022
110N0004,-16.792505,145.679254,210023
110N0004,-16.792603,145.679287,210024
110N0004,-16.792705,145.679299,210025
110N0004,-16.792807,145.679287,210026
110N0004,-16.792890,145.679259,210027
110N0004,-16.793377,145.679552,210028
110N0004,-16.793849,145.679795,210029
110N0004,-16.794144,145.680011,210030
110N0004,-16.794389,145.680244,210031
110N0004,-16.794716,145.680711,210032
110N0004,-16.794782,145.680805,210033
110N0004,-16.794782,145.680805,220001
110N0004,-16.796321,145.683010,220002
110N0004,-16.798287,145.685726,220003
110N0004,-16.799008,145.686423,220004
110N0004,-16.798988,145.686470,220005
110N0004,-16.798974,145.686539,220006
110N0004,-16.798974,145.686581,220007
110N0004,-16.798847,145.686725,220008
110N0004,-16.798654,145.686838,220009
110N0004,-16.798432,145.686856,220010
110N0004,-16.798198,145.686915,220011
110N0004,-16.797964,145.687045,220012
110N0004,-16.797731,145.687198,220013
110N0004,-16.797332,145.687456,220014
110N0004,-16.797317,145.687466,220015
110N0004,-16.797004,145.687593,220016
110N0004,-16.796692,145.687621,220017
110N0004,-16.795739,145.687594,220018
110N0004,-16.795739,145.687594,230001
110N0004,-16.794772,145.687566,230002
110N0004,-16.793322,145.687524,230003
110N0004,-16.792888,145.687513,230004
110N0004,-16.792650,145.687533,230005
110N0004,-16.792381,145.687637,230006
110N0004,-16.792268,145.687717,230007
110N0004,-16.792142,145.687806,230008
110N0004,-16.791978,145.688010,230009
110N0004,-16.791842,145.688259,230010
110N0004,-16.791229,145.689542,230011
110N0004,-16.790580,145.690894,230012
110N0004,-16.790580,145.690894,240001
110N0004,-16.790378,145.691317,240002
110N0004,-16.790271,145.691545,240003
110N0004,-16.788980,145.694258,240004
110N0004,-16.788237,145.695772,240005
110N0004,-16.788226,145.695769,240006
110N0004,-16.788209,145.695767,240007
110N0004,-16.788192,145.695769,240008
110N0004,-16.788176,145.695775,240009
110N0004,-16.788162,145.695783,240010
110N0004,-16.788149,145.695795,240011
110N0004,-16.788139,145.695809,240012
110N0004,-16.788137,145.695814,240013
110N0004,-16.788129,145.695843,240014
110N0004,-16.788129,145.695860,240015
110N0004,-16.788139,145.695893,240016
110N0004,-16.788149,145.695907,240017
110N0004,-16.788152,145.695909,240018
110N0004,-16.787963,145.696222,240019
110N0004,-16.787322,145.696838,240020
110N0004,-16.787268,145.696883,240021
110N0004,-16.787268,145.696883,250001
110N0004,-16.786656,145.697401,250002
110N0004,-16.786487,145.697507,250003
110N0004,-16.786458,145.697489,250004
110N0004,-16.786431,145.697479,250005
110N0004,-16.786402,145.697476,250006
110N0004,-16.786373,145.697479,250007
110N0004,-16.786346,145.697489,250008
110N0004,-16.786321,145.697504,250009
110N0004,-16.786300,145.697524,250010
110N0004,-16.786283,145.697548,250011
110N0004,-16.786271,145.697576,250012
110N0004,-16.786265,145.697605,250013
110N0004,-16.786265,145.697635,250014
110N0004,-16.786271,145.697664,250015
110N0004,-16.786278,145.697680,250016
110N0004,-16.785989,145.698140,250017
110N0004,-16.785783,145.698550,250018
110N0004,-16.785759,145.698557,250019
110N0004,-16.785744,145.698566,250020
110N0004,-16.785731,145.698578,250021
110N0004,-16.785717,145.698603,250022
110N0004,-16.785428,145.698450,250023
110N0004,-16.785324,145.698656,250024
110N0004,-16.785315,145.698736,250025
110N0004,-16.785357,145.698802,250026
110N0004,-16.785504,145.698892,250027
110N0004,-16.785504,145.698892,260001
110N0004,-16.785609,145.698956,260002
110N0004,-16.785751,145.698710,260003
110N0004,-16.785759,145.698715,260004
110N0004,-16.785776,145.698721,260005
110N0004,-16.785793,145.698723,260006
110N0004,-16.785810,145.698721,260007
110N0004,-16.785827,145.698715,260008
110N0004,-16.785842,145.698706,260009
110N0004,-16.785855,145.698694,260010
110N0004,-16.785865,145.698679,260011
110N0004,-16.785872,145.698663,260012
110N0004,-16.785876,145.698645,260013
110N0004,-16.785876,145.698627,260014
110N0004,-16.785872,145.698609,260015
110N0004,-16.785865,145.698593,260016
110N0004,-16.785855,145.698579,260017
110N0004,-16.786051,145.698177,260018
110N0004,-16.786329,145.697741,260019
110N0004,-16.786346,145.697751,260020
110N0004,-16.786373,145.697761,260021
110N0004,-16.786402,145.697764,260022
110N0004,-16.786430,145.697761,260023
110N0004,-16.786458,145.697751,260024
110N0004,-16.786483,145.697736,260025
110N0004,-16.786504,145.697716,260026
110N0004,-16.786509,145.697709,260027
110N0004,-16.786521,145.697692,260028
110N0004,-16.786533,145.697664,260029
110N0004,-16.786539,145.697635,260030
110N0004,-16.786539,145.697605,260031
110N0004,-16.786533,145.697578,260032
110N0004,-16.786702,145.697481,260033
110N0004,-16.787390,145.696883,260034
110N0004,-16.788029,145.696286,260035
110N0004,-16.788192,145.695933,260036
110N0004,-16.788209,145.695935,260037
110N0004,-16.788226,145.695933,260038
110N0004,-16.788242,145.695928,260039
110N0004,-16.788256,145.695919,260040
110N0004,-16.788269,145.695907,260041
110N0004,-16.788279,145.695893,260042
110N0004,-16.788284,145.695879,260043
110N0004,-16.788985,145.696168,260044
110N0004,-16.789058,145.696200,260045
110N0004,-16.789058,145.696200,270001
110N0004,-16.790198,145.696684,270002
110N0004,-16.791047,145.697044,270003
110N0004,-16.791337,145.696449,270004
110N0004,-16.791337,145.696449,280001
110N0004,-16.791438,145.696242,280002
110N0004,-16.791660,145.695765,280003
110N0004,-16.792838,145.695195,280004
110N0004,-16.793100,145.695073,280005
110N0004,-16.793100,145.695073,290001
110N0004,-16.793189,145.695031,290002
110N0004,-16.793511,145.694952,290003
110N0004,-16.793536,145.694102,290004
110N0004,-16.793579,145.692761,290005
110N0004,-16.793579,145.692761,300001
110N0004,-16.793591,145.692385,300002
110N0004,-16.793601,145.692012,300003
110N0004,-16.793628,145.691099,300004
110N0004,-16.793628,145.691099,310001
110N0004,-16.793639,145.690724,310002
110N0004,-16.793673,145.690191,310003
110N0004,-16.794237,145.689351,310004
110N0004,-16.795568,145.689396,310005
110N0004,-16.796053,145.689411,310006
110N0004,-16.796471,145.689425,310007
110N0004,-16.796964,145.689433,310008
110N0004,-16.796934,145.690286,310009
110N0004,-16.796864,145.692423,310010
110N0004,-16.796897,145.692603,310011
110N0004,-16.797025,145.693003,310012
110N0004,-16.797763,145.694275,310013
110N0004,-16.797847,145.694419,310014
110N0004,-16.797847,145.694419,320001
110N0004,-16.798169,145.694980,320002
110N0004,-16.798495,145.694816,320003
110N0004,-16.798902,145.694567,320004
110N0004,-16.799106,145.694488,320005
110N0004,-16.799374,145.694506,320006
110N0004,-16.799391,145.694822,320007
110N0004,-16.799426,145.695078,320008
110N0004,-16.799508,145.695376,320009
110N0004,-16.799647,145.695668,320010
110N0004,-16.799839,145.695911,320011
110N0004,-16.799991,145.696148,320012
110N0004,-16.800224,145.696349,320013
110N0004,-16.800544,145.696561,320014
110N0004,-16.800755,145.696738,320015
110N0004,-16.800755,145.696738,330001
110N0004,-16.800864,145.696829,330002
110N0004,-16.801072,145.697036,330003
110N0004,-16.801196,145.697242,330004
110N0004,-16.801318,145.697528,330005
110N0004,-16.801423,145.697850,330006
110N0004,-16.801481,145.698185,330007
110N0004,-16.801487,145.698831,330008
110N0004,-16.801435,145.701535,330009
110N0004,-16.801352,145.701995,330010
110N0004,-16.801254,145.702433,330011
110N0004,-16.801181,145.702959,330012
110N0004,-16.801074,145.704156,330013
110N0004,-16.801011,145.704357,330014
110N0004,-16.800395,145.705390,330015
110N0004,-16.800357,145.705531,330016
110N0004,-16.800385,145.705714,330017
110N0004,-16.800527,145.705915,330018
110N0004,-16.801069,145.706446,330019
110N0004,-16.801059,145.706460,330020
110N0004,-16.801051,145.706480,330021
110N0004,-16.801046,145.706502,330022
110N0004,-16.801046,145.706524,330023
110N0004,-16.801051,145.706546,330024
110N0004,-16.801059,145.706566,330025
110N0004,-16.801072,145.706584,330026
110N0004,-16.801085,145.706597,330027
110N0004,-16.801106,145.706610,330028
110N0004,-16.801126,145.706616,330029
110N0004,-16.801147,145.706619,330030
110N0004,-16.801168,145.706616,330031
110N0004,-16.801188,145.706610,330032
110N0004,-16.801207,145.706600,330033
110N0004,-16.801222,145.706584,330034
110N0004,-16.801235,145.706566,330035
110N0004,-16.801243,145.706546,330036
110N0004,-16.801248,145.706524,330037
110N0004,-16.801248,145.706502,330038
110N0004,-16.801243,145.706480,330039
110N0004,-16.801235,145.706460,330040
110N0004,-16.801222,145.706442,330041
110N0004,-16.801214,145.706434,330042
110N0004,-16.801640,145.705894,330043
110N0004,-16.801640,145.705894,340001
110N0004,-16.802190,145.705197,340002
110N0004,-16.803609,145.703405,340003
110N0004,-16.804879,145.701802,340004
110N0004,-16.804879,145.701802,350001
110N0004,-16.805161,145.701445,350002
110N0004,-16.805695,145.700770,350003
110N0004,-16.806540,145.699701,350004
110N0004,-16.807609,145.698340,350005
110N0004,-16.808322,145.697432,350006
110N0004,-16.808657,145.697006,350007
110N0004,-16.808657,145.697006,360001
110N0004,-16.808996,145.696576,360002
110N0004,-16.810775,145.694308,360003
110N0004,-16.810783,145.694316,360004
110N0004,-16.810812,145.694333,360005
110N0004,-16.810843,145.694344,360006
110N0004,-16.810876,145.694347,360007
110N0004,-16.810909,145.694345,360008
110N0004,-16.810940,145.694333,360009
110N0004,-16.810969,145.694316,360010
110N0004,-16.810993,145.694293,360011
110N0004,-16.811013,145.694265,360012
110N0004,-16.811026,145.694233,360013
110N0004,-16.811033,145.694199,360014
110N0004,-16.811033,145.694165,360015
110N0004,-16.811030,145.694153,360016
110N0004,-16.811293,145.694311,360017
110N0004,-16.811489,145.694168,360018
110N0004,-16.811599,145.693976,360019
110N0004,-16.811748,145.693878,360020
110N0004,-16.812152,145.693801,360021
110N0004,-16.813870,145.693873,360022
110N0004,-16.814894,145.693960,360023
110N0004,-16.815144,145.693924,360024
110N0004,-16.815144,145.693924,370001
110N0004,-16.815918,145.693815,370002
110N0004,-16.816387,145.693859,370003
110N0004,-16.817111,145.693951,370004
110N0004,-16.817290,145.694021,370005
110N0004,-16.817445,145.694093,370006
110N0004,-16.817585,145.694205,370007
110N0004,-16.817719,145.694354,370008
110N0004,-16.818412,145.695320,370009
110N0004,-16.818627,145.695537,370010
110N0004,-16.819640,145.696256,370011
110N0004,-16.819794,145.696360,370012
110N0004,-16.819966,145.696427,370013
110N0004,-16.820202,145.696467,370014
110N0004,-16.821191,145.696421,370015
110N0004,-16.821132,145.695872,370016
110N0004,-16.821103,145.695593,370017
110N0004,-16.821041,145.695013,370018
110N0004,-16.820948,145.694170,370019
110N0004,-16.820973,145.694001,370020
110N0004,-16.820973,145.694001,380001
110N0004,-16.821024,145.693661,380002
110N0004,-16.821086,145.693668,380003
110N0004,-16.821200,145.693655,380004
110N0004,-16.821309,145.693618,380005
110N0004,-16.821409,145.693558,380006
110N0004,-16.821495,145.693478,380007
110N0004,-16.821563,145.693380,380008
110N0004,-16.821588,145.693321,380009
110N0004,-16.821609,145.693271,380010
110N0004,-16.821633,145.693153,380011
110N0004,-16.821633,145.693033,380012
110N0004,-16.821609,145.692915,380013
110N0004,-16.821563,145.692806,380014
110N0004,-16.821508,145.692727,380015
110N0004,-16.821495,145.692708,380016
110N0004,-16.821409,145.692629,380017
110N0004,-16.821310,145.692568,380018
110N0004,-16.821236,145.692543,380019
110N0004,-16.821211,145.692463,380020
110N0004,-16.820981,145.692121,380021
110N0004,-16.820750,145.691733,380022
110N0004,-16.820651,145.691341,380023
110N0004,-16.820364,145.690545,380024
110N0004,-16.820380,145.690540,380025
110N0004,-16.820403,145.690525,380026
110N0004,-16.820426,145.690505,380027
110N0004,-16.820443,145.690480,380028
110N0004,-16.820454,145.690453,380029
110N0004,-16.820460,145.690424,380030
110N0004,-16.820460,145.690394,380031
110N0004,-16.820454,145.690365,380032
110N0004,-16.820443,145.690338,380033
110N0004,-16.820426,145.690313,380034
110N0004,-16.820404,145.690293,380035
110N0004,-16.820380,145.690278,380036
110N0004,-16.820352,145.690269,380037
110N0004,-16.820335,145.690267,380038
110N0004,-16.820324,145.690266,380039
110N0004,-16.820296,145.690269,380040
110N0004,-16.820268,145.690278,380041
110N0004,-16.820253,145.690287,380042
110N0004,-16.820222,145.690313,380043
110N0004,-16.820205,145.690338,380044
110N0004,-16.820194,145.690365,380045
110N0004,-16.820188,145.690394,380046
110N0004,-16.820188,145.690400,380047
110N0004,-16.818374,145.691044,380048
110N0004,-16.818239,145.691046,380049
110N0004,-16.818239,145.691046,390001
110N0004,-16.818143,145.691047,390002
110N0004,-16.818058,145.691113,390003
110N0004,-16.818047,145.691188,390004
110N0004,-16.818066,145.691269,390005
110N0004,-16.818133,145.691322,390006
110N0004,-16.818234,145.691320,390007
110N0004,-16.818323,145.691221,390008
110N0004,-16.818357,145.691130,390009
110N0004,-16.818374,145.691044,390010
110N0004,-16.820188,145.690400,390011
110N0004,-16.820188,145.690424,390012
110N0004,-16.820194,145.690453,390013
110N0004,-16.820205,145.690480,390014
110N0004,-16.820222,145.690505,390015
110N0004,-16.820241,145.690522,390016
110N0004,-16.820343,145.690948,390017
110N0004,-16.820534,145.691568,390018
110N0004,-16.820782,145.692070,390019
110N0004,-16.820895,145.692193,390020
110N0004,-16.820929,145.692346,390021
110N0004,-16.820889,145.692531,390022
110N0004,-16.820892,145.692558,390023
110N0004,-16.820862,145.692569,390024
110N0004,-16.820763,145.692628,390025
110N0004,-16.820757,145.692634,390026
110N0004,-16.820677,145.692708,390027
110N0004,-16.820609,145.692806,390028
110N0004,-16.820563,145.692915,390029
110N0004,-16.820539,145.693033,390030
110N0004,-16.820539,145.693153,390031
110N0004,-16.820563,145.693271,390032
110N0004,-16.820609,145.693380,390033
110N0004,-16.820616,145.693390,390034
110N0004,-16.820677,145.693478,390035
110N0004,-16.820763,145.693558,390036
110N0004,-16.820826,145.693596,390037
110N0004,-16.820861,145.693618,390038
110N0004,-16.820972,145.693655,390039
110N0004,-16.821024,145.693661,390040
110N0004,-16.821086,145.693668,390041
110N0004,-16.821200,145.693655,390042
110N0004,-16.821309,145.693618,390043
110N0004,-16.821409,145.693558,390044
110N0004,-16.821495,145.693478,390045
110N0004,-16.821563,145.693380,390046
110N0004,-16.821588,145.693321,390047
110N0004,-16.821668,145.693279,390048
110N0004,-16.822163,145.692989,390049
110N0004,-16.822913,145.692744,390050
110N0004,-16.825042,145.692451,390051
110N0004,-16.825871,145.692374,390052
110N0004,-16.825871,145.692374,400001
110N0004,-16.826236,145.692339,400002
110N0004,-16.827105,145.692389,400003
110N0004,-16.827726,145.692587,400004
110N0004,-16.829393,145.693035,400005
110N0004,-16.830920,145.693341,400006
110N0004,-16.831556,145.693354,400007
110N0004,-16.832805,145.693324,400008
110N0004,-16.833690,145.693302,400009
110N0004,-16.834033,145.693315,400010
110N0004,-16.834056,145.693343,400011
110N0004,-16.834491,145.693382,400012
110N0004,-16.834805,145.693410,400013
110N0004,-16.835090,145.693435,400014
110N0004,-16.835214,145.693502,400015
110N0004,-16.835297,145.693660,400016
110N0004,-16.835288,145.693790,400017
110N0004,-16.835219,145.693929,400018
110N0004,-16.835095,145.694016,400019
110N0004,-16.834988,145.694053,400020
110N0004,-16.834979,145.694044,400021
110N0004,-16.834954,145.694029,400022
110N0004,-16.834926,145.694020,400023
110N0004,-16.834897,145.694016,400024
110N0004,-16.834868,145.694020,400025
110N0004,-16.834840,145.694029,400026
110N0004,-16.834815,145.694044,400027
110N0004,-16.834794,145.694064,400028
110N0004,-16.834778,145.694028,400029
110N0004,-16.834713,145.693855,400030
110N0004,-16.834686,145.693682,400031
110N0004,-16.834692,145.692741,400032
110N0004,-16.834813,145.692733,400033
110N0004,-16.834965,145.692729,400034
110N0004,-16.835029,145.692608,400035
110N0004,-16.835021,145.692337,400036
110N0004,-16.834946,145.692255,400037
110N0004,-16.834856,145.692256,400038
110N0004,-16.834856,145.692256,410001
110N0004,-16.834786,145.692257,410002
110N0004,-16.834710,145.692332,410003
110N0004,-16.834691,145.692547,410004
110N0004,-16.834692,145.692741,410005
110N0004,-16.834686,145.693682,410006
110N0004,-16.834713,145.693855,410007
110N0004,-16.834778,145.694028,410008
110N0004,-16.834794,145.694064,410009
110N0004,-16.834776,145.694089,410010
110N0004,-16.834765,145.694117,410011
110N0004,-16.834758,145.694147,410012
110N0004,-16.834758,145.694177,410013
110N0004,-16.834765,145.694208,410014
110N0004,-16.834776,145.694235,410015
110N0004,-16.834793,145.694259,410016
110N0004,-16.834815,145.694280,410017
110N0004,-16.834840,145.694295,410018
110N0004,-16.834847,145.694297,410019
110N0004,-16.834868,145.694304,410020
110N0004,-16.834897,145.694308,410021
110N0004,-16.834926,145.694304,410022
110N0004,-16.834954,145.694295,410023
110N0004,-16.834979,145.694280,410024
110N0004,-16.835001,145.694259,410025
110N0004,-16.835018,145.694235,410026
110N0004,-16.835029,145.694207,410027
110N0004,-16.835036,145.694177,410028
110N0004,-16.835036,145.694170,410029
110N0004,-16.835104,145.694131,410030
110N0004,-16.835214,145.694040,410031
110N0004,-16.835288,145.693963,410032
110N0004,-16.835348,145.693828,410033
110N0004,-16.835485,145.693617,410034
110N0004,-16.835683,145.693507,410035
110N0004,-16.837356,145.693233,410036
110N0004,-16.838063,145.693168,410037
110N0004,-16.838905,145.693203,410038
110N0004,-16.839439,145.693055,410039
110N0004,-16.839545,145.693058,410040
110N0004,-16.839800,145.693134,410041
110N0004,-16.839849,145.693204,410042
110N0004,-16.839919,145.693269,410043
110N0004,-16.839994,145.693314,410044
110N0004,-16.840080,145.693343,410045
110N0004,-16.840170,145.693353,410046
110N0004,-16.840260,145.693343,410047
110N0004,-16.840291,145.693333,410048
110N0004,-16.840346,145.693314,410049
