shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
143W0003,-16.988796,145.739642,360036
143W0003,-16.988803,145.739605,360037
143W0003,-16.988803,145.739567,360038
143W0003,-16.988797,145.739535,360039
143W0003,-16.988943,145.739485,360040
143W0003,-16.989050,145.739480,360041
143W0003,-16.989441,145.739503,360042
143W0003,-16.989792,145.739524,360043
150E0001,-16.926689,145.773574,10001
150E0001,-16.926226,145.774178,10002
150E0001,-16.925444,145.775134,10003
150E0001,-16.925412,145.775177,10004
150E0001,-16.924899,145.775797,10005
150E0001,-16.924899,145.775797,20001
150E0001,-16.924569,145.776196,20002
150E0001,-16.923787,145.777223,20003
150E0001,-16.922370,145.776024,20004
150E0001,-16.922087,145.775784,20005
150E0001,-16.921712,145.775464,20006
150E0001,-16.920573,145.774492,20007
150E0001,-16.920573,145.774492,30001
150E0001,-16.920400,145.774344,30002
150E0001,-16.918899,145.773025,30003
150E0001,-16.918919,145.772997,30004
150E0001,-16.918935,145.772959,30005
150E0001,-16.918943,145.772919,30006
150E0001,-16.918943,145.772877,30007
150E0001,-16.918935,145.772837,30008
150E0001,-16.918925,145.772814,30009
150E0001,-16.919569,145.771899,30010
150E0001,-16.920376,145.770903,30011
150E0001,-16.920433,145.770832,30012
150E0001,-16.920772,145.770404,30013
150E0001,-16.920772,145.770404,40001
150E0001,-16.921192,145.769872,40002
150E0001,-16.921654,145.769282,40003
150E0001,-16.921938,145.768938,40004
150E0001,-16.922721,145.767933,40005
150E0001,-16.923034,145.767576,40006
150E0001,-16.923093,145.767506,40007
150E0001,-16.923297,145.767251,40008
150E0001,-16.923590,145.766862,40009
150E0001,-16.923671,145.766723,40010
150E0001,-16.923720,145.766530,40011
150E0001,-16.923790,145.766204,40012
150E0001,-16.923876,145.766038,40013
150E0001,-16.923964,145.766037,40014
150E0001,-16.924501,145.765351,40015
150E0001,-16.925142,145.764558,40016
150E0001,-16.925361,145.764274,40017
150E0001,-16.925361,145.764274,50001
150E0001,-16.926346,145.763002,50002
150E0001,-16.926331,145.762824,50003
150E0001,-16.926483,145.762622,50004
150E0001,-16.926917,145.761975,50005
150E0001,-16.926943,145.761936,50006
150E0001,-16.926943,145.761936,60001
150E0001,-16.928242,145.759981,60002
150E0001,-16.928758,145.759215,60003
150E0001,-16.928922,145.759007,60004
150E0001,-16.929278,145.758680,60005
150E0001,-16.929478,145.758521,60006
150E0001,-16.930119,145.758219,60007
150E0001,-16.931281,145.757735,60008
150E0001,-16.931281,145.757735,70001
150E0001,-16.931929,145.757466,70002
150E0001,-16.932837,145.757081,70003
150E0001,-16.933291,145.756837,70004
150E0001,-16.933495,145.756683,70005
150E0001,-16.933619,145.756541,70006
150E0001,-16.934113,145.755942,70007
150E0001,-16.934611,145.755312,70008
150E0001,-16.934696,145.755199,70009
150E0001,-16.935028,145.754728,70010
150E0001,-16.935343,145.754066,70011
150E0001,-16.935848,145.752833,70012
150E0001,-16.936361,145.751583,70013
150E0001,-16.936361,145.751583,80001
150E0001,-16.936565,145.751087,80002
150E0001,-16.937036,145.749939,80003
150E0001,-16.937444,145.748786,80004
150E0001,-16.937712,145.748002,80005
150E0001,-16.937712,145.748002,90001
150E0001,-16.937858,145.747576,90002
150E0001,-16.938272,145.746479,90003
150E0001,-16.938613,145.745498,90004
150E0001,-16.938772,145.745107,90005
150E0001,-16.938856,145.744979,90006
150E0001,-16.938856,145.744979,100001
150E0001,-16.939437,145.744092,100002
150E0001,-16.940323,145.742749,100003
150E0001,-16.940713,145.742168,100004
150E0001,-16.940858,145.741936,100005
150E0001,-16.941132,145.741533,100006
150E0001,-16.941132,145.741533,110001
150E0001,-16.941368,145.741185,110002
150E0001,-16.942065,145.740119,110003
150E0001,-16.942677,145.739216,110004
150E0001,-16.942887,145.738977,110005
150E0001,-16.942999,145.739228,110006
150E0001,-16.943037,145.739254,110007
150E0001,-16.943179,145.739305,110008
150E0001,-16.943239,145.739314,110009
150E0001,-16.943732,145.739261,110010
150E0001,-16.944446,145.739021,110011
150E0001,-16.944506,145.739011,110012
150E0001,-16.944506,145.739011,120001
150E0001,-16.944922,145.738941,120002
150E0001,-16.944997,145.738915,120003
150E0001,-16.945164,145.738780,120004
150E0001,-16.945191,145.738606,120005
150E0001,-16.945135,145.738249,120006
150E0001,-16.945358,145.738239,120007
150E0001,-16.945732,145.738317,120008
150E0001,-16.946019,145.738477,120009
150E0001,-16.946200,145.738603,120010
150E0001,-16.946952,145.739123,120011
150E0001,-16.947748,145.739725,120012
150E0001,-16.948570,145.740668,120013
150E0001,-16.949866,145.742290,120014
150E0001,-16.949866,145.742290,130001
150E0001,-16.950060,145.742534,130002
150E0001,-16.950733,145.743350,130003
150E0001,-16.952365,145.745395,130004
150E0001,-16.952764,145.745838,130005
150E0001,-16.953080,145.746091,130006
150E0001,-16.953463,145.746370,130007
150E0001,-16.953537,145.746424,130008
150E0001,-16.953742,145.746529,130009
150E0001,-16.954130,145.746729,130010
150E0001,-16.954434,145.746990,130011
150E0001,-16.954910,145.747313,130012
150E0001,-16.955398,145.747676,130013
150E0001,-16.955778,145.747903,130014
150E0001,-16.956033,145.748016,130015
150E0001,-16.956191,145.748051,130016
150E0001,-16.956375,145.747383,130017
150E0001,-16.956438,145.747047,130018
150E0001,-16.957301,145.747009,130019
150E0001,-16.957301,145.747009,140001
150E0001,-16.958350,145.746964,140002
150E0001,-16.958742,145.746921,140003
150E0001,-16.959235,145.746855,140004
150E0001,-16.960416,145.746695,140005
150E0001,-16.962040,145.746536,140006
150E0001,-16.962040,145.746536,150001
150E0001,-16.962479,145.746493,150002
150E0001,-16.962712,145.746440,150003
150E0001,-16.962816,145.746426,150004
150E0001,-16.962823,145.746461,150005
150E0001,-16.962835,145.746490,150006
150E0001,-16.962852,145.746515,150007
150E0001,-16.962875,145.746536,150008
150E0001,-16.962901,145.746552,150009
150E0001,-16.962929,145.746562,150010
150E0001,-16.962959,145.746565,150011
150E0001,-16.962989,145.746562,150012
150E0001,-16.963017,145.746552,150013
150E0001,-16.963027,145.746546,150014
150E0001,-16.963043,145.746536,150015
150E0001,-16.963066,145.746515,150016
150E0001,-16.963083,145.746490,150017
150E0001,-16.963095,145.746461,150018
150E0001,-16.963102,145.746431,150019
150E0001,-16.963102,145.746399,150020
150E0001,-16.964015,145.746327,150021
150E0001,-16.964578,145.746270,150022
150E0001,-16.964958,145.746266,150023
150E0001,-16.965209,145.746279,150024
150E0001,-16.965969,145.746388,150025
150E0001,-16.966369,145.746440,150026
150E0001,-16.966607,145.746440,150027
150E0001,-16.966677,145.746434,150028
150E0001,-16.966677,145.746434,160001
150E0001,-16.966983,145.746405,160002
150E0001,-16.967455,145.746340,160003
150E0001,-16.967810,145.746248,160004
150E0001,-16.968206,145.746110,160005
150E0001,-16.968432,145.746000,160006
150E0001,-16.969458,145.745428,160007
150E0001,-16.971241,145.744424,160008
150E0001,-16.971717,145.744162,160009
150E0001,-16.972360,145.743900,160010
150E0001,-16.972861,145.743778,160011
150E0001,-16.973353,145.743691,160012
150E0001,-16.974272,145.743560,160013
150E0001,-16.976351,145.743150,160014
150E0001,-16.976935,145.743054,160015
150E0001,-16.978617,145.743014,160016
150E0001,-16.978859,145.743019,160017
150E0001,-16.979239,145.742992,160018
150E0001,-16.979578,145.742960,160019
150E0001,-16.979833,145.742921,160020
150E0001,-16.981106,145.742781,160021
150E0001,-16.981293,145.742753,160022
150E0001,-16.983625,145.742332,160023
150E0001,-16.983977,145.742239,160024
150E0001,-16.984107,145.742124,160025
150E0001,-16.984230,145.741979,160026
150E0001,-16.984303,145.741778,160027
150E0001,-16.984324,145.741659,160028
150E0001,-16.984302,145.741360,160029
150E0001,-16.984192,145.740168,160030
150E0001,-16.984192,145.740168,170001
150E0001,-16.984184,145.740078,170002
150E0001,-16.984129,145.739349,170003
150E0001,-16.984121,145.739188,170004
150E0001,-16.984134,145.739109,170005
150E0001,-16.984174,145.739114,170006
150E0001,-16.984210,145.739110,170007
150E0001,-16.984243,145.739098,170008
150E0001,-16.984274,145.739080,170009
150E0001,-16.984301,145.739055,170010
150E0001,-16.984322,145.739024,170011
150E0001,-16.984336,145.738990,170012
150E0001,-16.984344,145.738954,170013
150E0001,-16.984344,145.738916,170014
150E0001,-16.984336,145.738880,170015
150E0001,-16.984325,145.738854,170016
150E0001,-16.984412,145.738770,170017
150E0001,-16.984477,145.738717,170018
150E0001,-16.985042,145.738498,170019
150E0001,-16.985042,145.738498,180001
150E0001,-16.985596,145.738285,180002
150E0001,-16.985679,145.738262,180003
150E0001,-16.985767,145.738243,180004
150E0001,-16.985862,145.738230,180005
150E0001,-16.987058,145.738278,180006
150E0001,-16.987130,145.738345,180007
150E0001,-16.987149,145.738528,180008
150E0001,-16.987177,145.738751,180009
150E0001,-16.987191,145.738917,180010
150E0001,-16.987149,145.739151,180011
150E0001,-16.987121,145.739655,180012
150E0001,-16.987094,145.739671,180013
150E0001,-16.987045,145.739718,180014
150E0001,-16.987005,145.739776,180015
150E0001,-16.986978,145.739840,180016
150E0001,-16.986964,145.739910,180017
150E0001,-16.986964,145.739980,180018
150E0001,-16.986978,145.740050,180019
150E0001,-16.987005,145.740114,180020
150E0001,-16.987045,145.740172,180021
150E0001,-16.987095,145.740219,180022
150E0001,-16.987154,145.740255,180023
150E0001,-16.987219,145.740277,180024
150E0001,-16.987286,145.740284,180025
150E0001,-16.987356,145.740276,180026
150E0001,-16.987418,145.740255,180027
150E0001,-16.987477,145.740219,180028
150E0001,-16.987527,145.740172,180029
150E0001,-16.987566,145.740114,180030
150E0001,-16.987594,145.740050,180031
150E0001,-16.987607,145.739980,180032
150E0001,-16.987608,145.739910,180033
150E0001,-16.987594,145.739840,180034
150E0001,-16.987578,145.739804,180035
150E0001,-16.987958,145.739554,180036
150E0001,-16.988083,145.739510,180037
150E0001,-16.988226,145.739498,180038
150E0001,-16.988373,145.739512,180039
150E0001,-16.988463,145.739544,180040
150E0001,-16.988459,145.739567,180041
150E0001,-16.988459,145.739605,180042
150E0001,-16.988466,145.739642,180043
150E0001,-16.988481,145.739677,180044
150E0001,-16.988502,145.739707,180045
150E0001,-16.988529,145.739733,180046
150E0001,-16.988561,145.739752,180047
150E0001,-16.988595,145.739763,180048
150E0001,-16.988631,145.739767,180049
150E0001,-16.988667,145.739763,180050
150E0001,-16.988701,145.739752,180051
150E0001,-16.988733,145.739733,180052
150E0001,-16.988760,145.739707,180053
150E0001,-16.988781,145.739677,180054
150E0001,-16.988796,145.739642,180055
150E0001,-16.988803,145.739605,180056
150E0001,-16.988803,145.739567,180057
150E0001,-16.988797,145.739535,180058
150E0001,-16.988943,145.739485,180059
150E0001,-16.989050,145.739480,180060
150E0001,-16.989441,145.739503,180061
150E0001,-16.989792,145.739524,180062
150E0001,-16.989792,145.739524,190001
150E0001,-16.989971,145.739535,190002
150E0001,-16.990286,145.739554,190003
150E0001,-16.990539,145.739544,190004
150E0001,-16.990748,145.739466,190005
150E0001,-16.990979,145.739317,190006
150E0001,-16.991584,145.739880,190007
150E0001,-16.992019,145.740316,190008
150E0001,-16.992116,145.740512,190009
150E0001,-16.992255,145.740879,190010
150E0001,-16.992358,145.741030,190011
150E0001,-16.992503,145.741119,190012
150E0001,-16.992678,145.741157,190013
150E0001,-16.992932,145.741093,190014
150E0001,-16.993349,145.740847,190015
150E0001,-16.993591,145.741258,190016
150E0001,-16.993694,145.741365,190017
150E0001,-16.995262,145.741782,190018
150E0001,-16.995262,145.741782,200001
150E0001,-16.996391,145.742082,200002
150E0001,-16.996538,145.742085,200003
150E0001,-16.996708,145.742043,200004
150E0001,-16.997001,145.741929,200005
150E0001,-16.996812,145.740008,200006
150E0001,-16.996806,145.739867,200007
150E0001,-16.996806,145.739778,200008
150E0001,-16.996830,145.739682,200009
150E0001,-16.996910,145.739535,200010
150E0001,-16.997029,145.739380,200011
150E0001,-16.997029,145.739380,210001
150E0001,-16.997403,145.738897,210002
150E0001,-16.997605,145.739044,210003
150E0001,-16.997764,145.739108,210004
150E0001,-16.997947,145.739140,210005
150E0001,-16.998222,145.739146,210006
150E0001,-16.998557,145.739121,210007
150E0001,-16.998759,145.739101,210008
150E0001,-16.998930,145.739108,210009
150E0001,-16.999247,145.739191,210010
150E0001,-16.999549,145.739350,210011
150E0001,-16.999549,145.739350,220001
150E0001,-16.999670,145.739414,220002
150E0001,-17.000134,145.739648,220003
150E0001,-17.000602,145.739854,220004
150E0001,-17.000498,145.740072,220005
150E0001,-17.000492,145.740211,220006
150E0001,-17.000498,145.740358,220007
150E0001,-17.000565,145.740511,220008
150E0001,-17.000718,145.740665,220009
150E0001,-17.000852,145.740748,220010
150E0001,-17.002372,145.741054,220011
150E0001,-17.002579,145.741028,220012
150E0001,-17.002756,145.740977,220013
150E0001,-17.002890,145.740926,220014
150E0001,-17.003055,145.740818,220015
150E0001,-17.003293,145.740665,220016
150E0001,-17.003446,145.740626,220017
150E0001,-17.003951,145.740575,220018
150E0001,-17.003951,145.740575,230001
150E0001,-17.004324,145.740537,230002
150E0001,-17.004221,145.739547,230003
150E0001,-17.004150,145.738849,230004
150E0001,-17.004076,145.738046,230005
150E0001,-17.004076,145.738046,240001
150E0001,-17.004066,145.737943,240002
150E0001,-17.003867,145.735956,240003
150E0001,-17.005851,145.735748,240004
150E0001,-17.006505,145.735669,240005
150E0001,-17.006914,145.735616,240006
150E0001,-17.007027,145.735601,240007
150E0001,-17.007027,145.735601,250001
150E0001,-17.007508,145.735538,250002
150E0001,-17.008777,145.735409,250003
150E0001,-17.010192,145.735271,250004
150E0001,-17.010990,145.735184,250005
150E0001,-17.012010,145.735083,250006
150E0001,-17.012010,145.735083,260001
150E0001,-17.012019,145.735081,260002
150E0001,-17.012181,145.735068,260003
150E0001,-17.012321,145.735065,260004
150E0001,-17.012428,145.735081,260005
150E0001,-17.012562,145.735157,260006
150E0001,-17.012838,145.735443,260007
150E0001,-17.013390,145.736055,260008
150E0001,-17.013476,145.736126,260009
150E0001,-17.013601,145.736167,260010
150E0001,-17.013723,145.736179,260011
150E0001,-17.013885,145.736149,260012
150E0001,-17.013955,145.736130,260013
150E0001,-17.013957,145.736139,260014
150E0001,-17.013968,145.736165,260015
150E0001,-17.013984,145.736189,260016
150E0001,-17.014004,145.736208,260017
150E0001,-17.014028,145.736222,260018
150E0001,-17.014054,145.736231,260019
150E0001,-17.014079,145.736234,260020
150E0001,-17.014078,145.736284,260021
150E0001,-17.014056,145.736493,260022
150E0001,-17.013908,145.737079,260023
150E0001,-17.013873,145.737421,260024
150E0001,-17.013968,145.738472,260025
150E0001,-17.013860,145.739260,260026
150E0001,-17.013860,145.739260,270001
150E0001,-17.013719,145.740288,270002
150E0001,-17.013745,145.740576,270003
150E0001,-17.013977,145.741133,270004
150E0001,-17.014234,145.741592,270005
150E0001,-17.014457,145.741726,270006
150E0001,-17.014681,145.741816,270007
150E0001,-17.015451,145.742079,270008
150E0001,-17.016168,145.742023,270009
150E0001,-17.017053,145.742063,270010
150E0001,-17.017845,145.742383,270011
150E0001,-17.017914,145.742414,270012
150E0001,-17.017914,145.742414,280001
150E0001,-17.018533,145.742688,280002
150E0001,-17.019149,145.742935,280003
150E0001,-17.019141,145.742972,280004
150E0001,-17.019141,145.743026,280005
150E0001,-17.019152,145.743078,280006
150E0001,-17.019173,145.743127,280007
150E0001,-17.019203,145.743170,280008
150E0001,-17.019238,145.743202,280009
150E0001,-17.019285,145.743232,280010
150E0001,-17.019333,145.743249,280011
150E0001,-17.019383,145.743254,280012
150E0001,-17.019434,145.743249,280013
150E0001,-17.019483,145.743232,280014
150E0001,-17.019527,145.743205,280015
150E0001,-17.019565,145.743171,280016
150E0001,-17.019595,145.743127,280017
150E0001,-17.019616,145.743078,280018
150E0001,-17.019623,145.743043,280019
150E0001,-17.019627,145.743026,280020
150E0001,-17.019627,145.742972,280021
150E0001,-17.019616,145.742920,280022
150E0001,-17.019595,145.742871,280023
150E0001,-17.019562,145.742825,280024
150E0001,-17.019643,145.742451,280025
150E0001,-17.019760,145.742359,280026
150E0001,-17.019972,145.741364,280027
150E0001,-17.020405,145.739239,280028
150E0001,-17.020405,145.739239,290001
150E0001,-17.020570,145.738428,290002
150E0001,-17.020878,145.736971,290003
150E0001,-17.021119,145.735721,290004
150E0001,-17.021000,145.735539,290005
150E0001,-17.021080,145.735182,290006
150E0001,-17.021122,145.734964,290007
150E0001,-17.021126,145.734892,290008
150E0001,-17.021144,145.734894,290009
150E0001,-17.021183,145.734890,290010
150E0001,-17.021220,145.734879,290011
150E0001,-17.021253,145.734857,290012
150E0001,-17.021282,145.734830,290013
150E0001,-17.021305,145.734797,290014
150E0001,-17.021321,145.734760,290015
150E0001,-17.021329,145.734720,290016
150E0001,-17.021329,145.734691,290017
150E0001,-17.021385,145.734689,290018
150E0001,-17.021473,145.734650,290019
150E0001,-17.021961,145.734150,290020
150E0001,-17.022597,145.733501,290021
150E0001,-17.023522,145.734326,290022
150E0001,-17.023522,145.734326,300001
150E0001,-17.023775,145.734553,300002
150E0001,-17.026688,145.737182,300003
150E0001,-17.026688,145.737182,310001
150E0001,-17.026923,145.737394,310002
150E0001,-17.026037,145.738104,310003
150E0001,-17.025315,145.738670,310004
150E0001,-17.024438,145.739362,310005
150E0001,-17.024059,145.739656,310006
150E0001,-17.024059,145.739656,320001
150E0001,-17.023905,145.739776,320002
150E0001,-17.021903,145.741358,320003
150E0001,-17.021628,145.742221,320004
150E0001,-17.021275,145.743291,320005
150E0001,-17.020787,145.744789,320006
150E0001,-17.020787,145.744789,330001
150E0001,-17.020631,145.745268,330002
150E0001,-17.025194,145.746922,330003
150E0001,-17.025298,145.746961,330004
150E0001,-17.025298,145.746961,340001
150E0001,-17.025846,145.747165,340002
150E0001,-17.027634,145.748675,340003
150E0001,-17.027961,145.748918,340004
150E0001,-17.028494,145.749089,340005
150E0001,-17.028975,145.749134,340006
150E0001,-17.029353,145.749116,340007
150E0001,-17.029837,145.748238,340008
150E0001,-17.029837,145.748238,350001
150E0001,-17.030101,145.747759,350002
150E0001,-17.030669,145.746806,350003
150E0001,-17.031425,145.745475,350004
150E0001,-17.032872,145.742961,350005
150E0001,-17.032881,145.742967,350006
150E0001,-17.032901,145.742974,350007
150E0001,-17.032922,145.742976,350008
150E0001,-17.032943,145.742974,350009
150E0001,-17.032963,145.742967,350010
150E0001,-17.032981,145.742956,350011
150E0001,-17.032997,145.742941,350012
150E0001,-17.033004,145.742930,350013
150E0001,-17.033009,145.742924,350014
150E0001,-17.033017,145.742904,350015
150E0001,-17.033022,145.742882,350016
150E0001,-17.033022,145.742860,350017
150E0001,-17.033018,145.742838,350018
150E0001,-17.033009,145.742818,350019
150E0001,-17.032997,145.742801,350020
150E0001,-17.032981,145.742786,350021
150E0001,-17.032976,145.742783,350022
150E0001,-17.034349,145.740486,350023
150E0001,-17.033842,145.740171,350024
150E0001,-17.033797,145.740143,350025
150E0001,-17.033797,145.740143,360001
150E0001,-17.033161,145.739731,360002
150E0001,-17.033006,145.739650,360003
150E0001,-17.032774,145.739614,360004
150E0001,-17.031654,145.739788,360005
150E0001,-17.030923,145.739873,360006
150E0001,-17.030681,145.739952,360007
150E0001,-17.030475,145.740069,360008
150E0001,-17.030475,145.740069,370001
150E0001,-17.030394,145.740140,370002
150E0001,-17.030298,145.740245,370003
150E0001,-17.030212,145.740419,370004
150E0001,-17.029993,145.741036,370005
150E0001,-17.029774,145.741367,370006
150E0001,-17.029473,145.741511,370007
150E0001,-17.029155,145.741610,370008
150E0001,-17.028992,145.741727,370009
150E0001,-17.028829,145.741924,370010
150E0001,-17.028528,145.742401,370011
150E0001,-17.028245,145.742617,370012
150E0001,-17.027772,145.742841,370013
150E0001,-17.027557,145.743003,370014
150E0001,-17.027173,145.743357,370015
150E0001,-17.026982,145.743614,370016
150E0001,-17.026914,145.743821,370017
150E0001,-17.026907,145.743977,370018
150E0001,-17.026920,145.744127,370019
150E0001,-17.026998,145.744316,370020
150E0001,-17.027152,145.744526,370021
150E0001,-17.027548,145.744963,370022
150E0001,-17.027674,145.745119,370023
150E0001,-17.027674,145.745119,380001
150E0001,-17.027781,145.745251,380002
150E0001,-17.028322,145.745898,380003
150E0001,-17.028700,145.746302,380004
150E0001,-17.028803,145.746482,380005
150E0001,-17.028881,145.746725,380006
150E0001,-17.028958,145.747013,380007
150E0001,-17.029043,145.747151,380008
150E0001,-17.029150,145.747293,380009
150E0001,-17.029160,145.747302,380010
150E0001,-17.029160,145.747302,390001
150E0001,-17.029295,145.747416,390002
150E0001,-17.029407,145.747486,390003
150E0001,-17.029525,145.747536,390004
150E0001,-17.029646,145.747579,390005
150E0001,-17.030101,145.747759,390006
150E0001,-17.029353,145.749116,390007
150E0001,-17.028975,145.749134,390008
150E0001,-17.028494,145.749089,390009
150E0001,-17.027961,145.748918,390010
150E0001,-17.027634,145.748675,390011
150E0001,-17.025846,145.747165,390012
150E0001,-17.025710,145.747442,390013
150E0001,-17.025596,145.747668,390014
150E0001,-17.026371,145.748228,390015
150E0001,-17.027557,145.749110,390016
150E0001,-17.028104,145.749397,390017
150E0001,-17.028492,145.749552,390018
150E0001,-17.029256,145.749778,390019
150E0001,-17.029769,145.749898,390020
150E0001,-17.030139,145.749952,390021
150E0001,-17.030595,145.750033,390022
150E0001,-17.031014,145.750124,390023
150E0001,-17.031382,145.750366,390024
150E0001,-17.031437,145.750405,390025
150E0001,-17.031611,145.750528,390026
150E0001,-17.031867,145.750710,390027
150E0001,-17.032179,145.750963,390028
150E0001,-17.032470,145.751198,390029
150E0001,-17.032910,145.751613,390030
150E0001,-17.033542,145.752364,390031
150E0001,-17.038548,145.758533,390032
150E0001,-17.039039,145.759185,390033
150E0001,-17.039309,145.759625,390034
150E0001,-17.039712,145.760666,390035
150E0001,-17.040117,145.762483,390036
150E0001,-17.040387,145.763206,390037
150E0001,-17.040604,145.763659,390038
150E0001,-17.040694,145.763842,390039
150E0001,-17.041367,145.764845,390040
150E0001,-17.042018,145.765581,390041
150E0001,-17.042561,145.765983,390042
150E0001,-17.043761,145.766557,390043
150E0001,-17.046558,145.767735,390044
150E0001,-17.047149,145.767936,390045
150E0001,-17.047779,145.768049,390046
150E0001,-17.050900,145.768418,390047
150E0001,-17.058438,145.769217,390048
150E0001,-17.059766,145.769377,390049
150E0001,-17.060239,145.769488,390050
150E0001,-17.060978,145.769808,390051
150E0001,-17.061386,145.770008,390052
150E0001,-17.063147,145.770737,390053
150E0001,-17.064184,145.771083,390054
150E0001,-17.066407,145.771673,390055
150E0001,-17.068556,145.772222,390056
150E0001,-17.069685,145.772613,390057
150E0001,-17.070329,145.772914,390058
150E0001,-17.071327,145.773474,390059
150E0001,-17.072501,145.774112,390060
150E0001,-17.074486,145.775143,390061
150E0001,-17.075124,145.775364,390062
150E0001,-17.075707,145.775505,390063
150E0001,-17.076626,145.775497,390064
150E0001,-17.077829,145.775450,390065
150E0001,-17.078918,145.775406,390066
150E0001,-17.080163,145.775364,390067
150E0001,-17.080185,145.775363,390068
150E0001,-17.080594,145.775353,390069
150E0001,-17.080594,145.775353,400001
150E0001,-17.082138,145.775315,400002
150E0001,-17.085687,145.775200,400003
150E0001,-17.085558,145.777136,400004
150E0001,-17.085522,145.777492,400005
150E0001,-17.085528,145.777826,400006
150E0001,-17.085577,145.778125,400007
150E0001,-17.085641,145.778387,400008
150E0001,-17.086005,145.779326,400009
150E0001,-17.086005,145.779326,410001
150E0001,-17.086649,145.780993,410002
150E0001,-17.087410,145.783264,410003
150E0001,-17.087583,145.783729,410004
150E0001,-17.087583,145.783729,420001
150E0001,-17.088251,145.785526,420002
150E0001,-17.089321,145.785394,420003
150E0001,-17.091318,145.785149,420004
150E0001,-17.091384,145.785794,420005
150E0001,-17.091467,145.786409,420006
150E0001,-17.091768,145.786378,420007
150E0001,-17.091768,145.786378,430001
150E0001,-17.092979,145.786251,430002
150E0001,-17.092908,145.785612,430003
150E0001,-17.092831,145.784965,430004
150E0001,-17.094346,145.784780,430005
150E0001,-17.094663,145.784739,430006
150E0001,-17.097111,145.782078,430007
150E0001,-17.097457,145.781678,430008
150E0001,-17.097457,145.781678,440001
150E0001,-17.098175,145.780849,440002
150E0001,-17.098515,145.780601,440003
150E0001,-17.098739,145.780511,440004
150E0001,-17.098739,145.780511,450001
150E0001,-17.099240,145.780311,450002
150E0001,-17.099506,145.780168,450003
150E0001,-17.099999,145.779737,450004
150E0001,-17.100984,145.778822,450005
150E0001,-17.101746,145.777381,450006
150E0001,-17.102014,145.776841,450007
150E0001,-17.102020,145.776827,450008
150E0001,-17.102020,145.776827,460001
150E0001,-17.103406,145.774128,460002
150E0001,-17.103555,145.773901,460003
150E0001,-17.103736,145.773705,460004
150E0001,-17.103909,145.773568,460005
150E0001,-17.103975,145.773528,460006
150E0001,-17.104063,145.773475,460007
150E0001,-17.104166,145.773428,460008
150E0001,-17.104281,145.773375,460009
150E0001,-17.104615,145.773279,460010
150E0001,-17.104615,145.773303,460011
150E0001,-17.104623,145.773343,460012
150E0001,-17.104639,145.773381,460013
150E0001,-17.104663,145.773414,460014
150E0001,-17.104692,145.773442,460015
150E0001,-17.104726,145.773463,460016
150E0001,-17.104764,145.773476,460017
150E0001,-17.104803,145.773480,460018
150E0001,-17.104842,145.773476,460019
150E0001,-17.104880,145.773463,460020
150E0001,-17.104914,145.773442,460021
150E0001,-17.104943,145.773414,460022
150E0001,-17.104967,145.773381,460023
150E0001,-17.104983,145.773343,460024
150E0001,-17.104991,145.773303,460025
150E0001,-17.104991,145.773260,460026
150E0001,-17.104983,145.773220,460027
150E0001,-17.104967,145.773182,460028
150E0001,-17.104943,145.773149,460029
150E0001,-17.104914,145.773121,460030
150E0001,-17.104880,145.773100,460031
150E0001,-17.104842,145.773087,460032
150E0001,-17.104814,145.773084,460033
150E0001,-17.104757,145.772022,460034
150E0001,-17.104165,145.772027,460035
150E0001,-17.104045,145.772040,460036
150E0001,-17.104045,145.772040,470001
150E0001,-17.102608,145.772197,470002
150E0001,-17.101725,145.772293,470003
150E0001,-17.101276,145.772349,470004
150E0001,-17.100775,145.772375,470005
150E0001,-17.100415,145.772342,470006
150E0001,-17.100005,145.772174,470007
150E0001,-17.099338,145.771556,470008
150E0001,-17.098876,145.771073,470009
150E0001,-17.097964,145.770468,470010
150E0001,-17.097505,145.769947,470011
150E0001,-17.096909,145.770228,470012
150E0001,-17.096634,145.770324,470013
150E0001,-17.096322,145.770449,470014
150E0001,-17.096028,145.770641,470015
150E0001,-17.095505,145.771112,470016
150E0001,-17.095248,145.771265,470017
150E0001,-17.094872,145.771323,470018
150E0001,-17.094762,145.771299,470019
150E0001,-17.094762,145.771299,480001
150E0001,-17.094615,145.771266,480002
150E0001,-17.094349,145.771112,480003
150E0001,-17.093566,145.770586,480004
150E0001,-17.093357,145.770478,480005
150E0001,-17.093086,145.770415,480006
150E0001,-17.092898,145.770415,480007
150E0001,-17.092709,145.770465,480008
150E0001,-17.092661,145.770156,480009
150E0001,-17.092661,145.769914,480010
150E0001,-17.092718,145.769703,480011
150E0001,-17.092834,145.769401,480012
150E0001,-17.093410,145.768602,480013
150E0001,-17.093554,145.768436,480014
150E0001,-17.093676,145.768169,480015
150E0001,-17.093714,145.767889,480016
150E0001,-17.093670,145.767649,480017
150E0001,-17.093615,145.767493,480018
150E0001,-17.093512,145.767300,480019
150E0001,-17.093192,145.767454,480020
150E0001,-17.093033,145.767518,480021
150E0001,-17.092897,145.767561,480022
150E0001,-17.092403,145.767588,480023
150E0001,-17.091145,145.767728,480024
150E0001,-17.090711,145.767779,480025
150E0001,-17.090321,145.767696,480026
150E0001,-17.090040,145.767566,480027
150E0001,-17.089773,145.767323,480028
150E0001,-17.089536,145.767018,480029
150E0001,-17.089280,145.766795,480030
